configuration_id,plan_order,domain,pair,nA,nB,units,input_file,input_sha256,method,alpha,delta1,delta2,delta3,origin,attempt_path,status,validated,resource_limited,kA,kB,k,retained_A,retained_B,retained_total,solver_seconds,validation_seconds,warmup_seconds,total_seconds,peak_rss_mib,states,transitions,states_dequeued,completed_states_lower_bound,queue_size,chain_graphs_completed,graph_entered,solution_route,solver_optimality_claim,validation_status,limiting_phase,coupling_distance,coupling_feasible,raw_checkpoint_sha256,validation_proves_optimality,applicable_internal_seconds,effective_chain_cap,raw_status,supervisor_status,failure_reason,solver_time_kind,base_configuration_id,repetition,block_id,termination_reason,optional_measurement_status,configuration_sha256,raw_kA,raw_kB,raw_k,objective_consistency
protein:1o7j.a__1hfj.c:a0.5|Independent continuous|repetition3,95,protein,1o7j.a__1hfj.c,22,22,angstrom,output\paper_v1\inputs\protein_1o7j.a__1hfj.c.npz,7b773f6fd281824e25d8e444c9a70b1ca04a33b497237bdb6ee4b0605a6d1365,Independent continuous,0.5,9.476499139682725,9.537881702673165,0.9993252723713152,new,output\paper_v1\expanded_comparison\timing_study\slots\95\attempts\timing095_32eb9d2072db499483fd8e9c6600884d,validated,True,False,16.0,16.0,16.0,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.009650799998780712,0.0026695999840740114,8.26148600000306,11.19930989999557,230.0546875,,,0,0,,0,False,independent_optimization,True,validated,,0.9993252723713151,True,78a2c564c7a59c87382d19b4e850b217757b79f819853b329c6f686cb3f7afb8,False,,N/A,optimal_independent_baseline,worker_exited,,solution_return,protein:1o7j.a__1hfj.c:a0.5|Independent continuous,3,r3:1o7j.a__1hfj.c,validated,completed,b720478853e537a14293735f05c5c68d3f8631eac638c70d5a12e35700ae7317,16.0,16.0,16.0,agrees_with_primary
protein:1o7j.a__1hfj.c:a0.5|Independent discrete|repetition3,96,protein,1o7j.a__1hfj.c,22,22,angstrom,output\paper_v1\inputs\protein_1o7j.a__1hfj.c.npz,7b773f6fd281824e25d8e444c9a70b1ca04a33b497237bdb6ee4b0605a6d1365,Independent discrete,0.5,9.476499139682725,9.537881702673165,0.9993252723713152,new,output\paper_v1\expanded_comparison\timing_study\slots\96\attempts\timing096_529116392c4044aa85ccb3f56d044273,validated,True,False,20.0,20.0,20.0,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.005933899985393509,0.002941699989605695,6.200401999987662,9.53050510000321,214.55078125,,,0,0,,0,False,independent_optimization,True,validated,,0.9993252723713151,True,ab163c5a99942b9eecc670f0e2098558b7da7a370d8209a4a6664e11221528cf,False,,2000000 default,optimal_independent_baseline,worker_exited,,solution_return,protein:1o7j.a__1hfj.c:a0.5|Independent discrete,3,r3:1o7j.a__1hfj.c,validated,completed,1215aee3f1bb168800e64c4e5ba7296a01b993b61cabe60c12a4063bae966720,20.0,20.0,20.0,agrees_with_primary
protein:1o7j.a__1qd1.b:a0.5|CPS-2F|repetition3,97,protein,1o7j.a__1qd1.b,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1qd1.b.npz,ee71f8b3980b2ceeb3dfe43be7b165082559212dfed03bb475480ffc13dfaa10,CPS-2F,0.5,9.476499139682725,10.890797290213742,35.978995691931146,new,output\paper_v1\expanded_comparison\timing_study\slots\97\attempts\timing097_2338dc81f7a44789bca355c1c4c3fa43,validated,True,False,16.0,20.0,20.0,0.7272727272727273,0.9090909090909091,0.8181818181818182,4.953680300008273,0.002630900009535253,20.255986899981508,27.94499899999937,237.11328125,18848.0,3486971.0,18848,18847,0.0,2,True,configuration_graph,True,validated,,35.978995691931146,True,e01d487c91c4e70c3c748c7d41d490fef937c81c98552674c4567c52f0a45171,False,55.0,800000 main,optimal_configuration_graph,worker_exited,,solution_return,protein:1o7j.a__1qd1.b:a0.5|CPS-2F,3,r3:1o7j.a__1qd1.b,validated,completed,6c62dcae4c313a4ba80f6df53917aff1466a07cf2be9a6cb7c24d23e56a1e8b1,16.0,20.0,20.0,agrees_with_primary
protein:1o7j.a__1qd1.b:a0.5|CPS-3F|repetition3,98,protein,1o7j.a__1qd1.b,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1qd1.b.npz,ee71f8b3980b2ceeb3dfe43be7b165082559212dfed03bb475480ffc13dfaa10,CPS-3F,0.5,9.476499139682725,10.890797290213742,35.978995691931146,new,output\paper_v1\expanded_comparison\timing_study\slots\98\attempts\timing098_959af2d522334ed384d55685a5054302,validated,True,False,20.0,20.0,20.0,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.03497030001017265,0.0028328000043984503,5.724669500021264,8.903149999998277,216.8671875,563.0,2448.0,563,562,0.0,2,True,configuration_graph,True,validated,,35.978995691931146,True,e7617fb48d4b87e2c0eaa8241b75a676c717a7bbbdc2eddc1e429e9c1800205d,False,55.0,800000 main; 2000000 preprocessing,optimal_configuration_graph,worker_exited,,solution_return,protein:1o7j.a__1qd1.b:a0.5|CPS-3F,3,r3:1o7j.a__1qd1.b,validated,completed,0f2779d5150f31702b2b72a32f1715deda488cddd57ce7791328b051ba43d96c,20.0,20.0,20.0,agrees_with_primary
protein:1o7j.a__1qd1.b:a0.5|Independent continuous|repetition3,99,protein,1o7j.a__1qd1.b,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1qd1.b.npz,ee71f8b3980b2ceeb3dfe43be7b165082559212dfed03bb475480ffc13dfaa10,Independent continuous,0.5,9.476499139682725,10.890797290213742,35.978995691931146,new,output\paper_v1\expanded_comparison\timing_study\slots\99\attempts\timing099_a544b91d0e1d48608622021fae04a27e,validated,True,False,16.0,20.0,20.0,0.7272727272727273,0.9090909090909091,0.8181818181818182,0.009494500001892447,0.002500200003851205,7.9007586000079755,10.748484300012933,229.34375,,,0,0,,0,False,independent_optimization,True,validated,,35.978995691931146,True,0bb950b1dc359e31a0bea6b828a89149a43fa22b83363e5337853bf9254074d3,False,,N/A,optimal_independent_baseline,worker_exited,,solution_return,protein:1o7j.a__1qd1.b:a0.5|Independent continuous,3,r3:1o7j.a__1qd1.b,validated,completed,c5b28e084aafdd7898509f227045cd12c84b3bdf4d745ed14934ba2f1f59c691,16.0,20.0,20.0,agrees_with_primary
protein:1o7j.a__1qd1.b:a0.5|Independent discrete|repetition3,100,protein,1o7j.a__1qd1.b,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1qd1.b.npz,ee71f8b3980b2ceeb3dfe43be7b165082559212dfed03bb475480ffc13dfaa10,Independent discrete,0.5,9.476499139682725,10.890797290213742,35.978995691931146,new,output\paper_v1\expanded_comparison\timing_study\slots\100\attempts\timing100_6b7092fbc44842679891b9c6ddd6fa68,validated,True,False,20.0,20.0,20.0,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.006131800008006394,0.002667299995664507,6.209257699985756,9.578025800001342,216.4921875,,,0,0,,0,False,independent_optimization,True,validated,,35.978995691931146,True,ac17fe5aaa390f41de2fde74e71205d3c7cf023c342bf568c4374682d17fd753,False,,2000000 default,optimal_independent_baseline,worker_exited,,solution_return,protein:1o7j.a__1qd1.b:a0.5|Independent discrete,3,r3:1o7j.a__1qd1.b,validated,completed,dec32e630338bd7babb1c4ca8d9e39f1df479320c7f824a9115f5e3a27b6c16a,20.0,20.0,20.0,agrees_with_primary
protein:1o7j.a__4eca.d:a0.5|CPS-2F|repetition3,101,protein,1o7j.a__4eca.d,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__4eca.d.npz,926bd75812d2daa4cb742c7dbd881611b05dc2d93343e85c35a1267077868b86,CPS-2F,0.5,9.476499139682725,8.78100160685718,15.364049921814237,new,output\paper_v1\expanded_comparison\timing_study\slots\101\attempts\timing101_447c1d676aee4ec5b24e1a5d9b84313c,validated,True,False,17.0,18.0,18.0,0.7727272727272727,0.8181818181818182,0.7954545454545454,0.4184706000087317,0.0026625000173226,8.809974100004183,12.044516599999042,233.8046875,2541.0,318922.0,2541,2540,0.0,2,True,configuration_graph,True,validated,,15.364049921814237,True,d605aab51cb3dfbd0a5d94f0c28ce91d68582c1660ccd64a415862394c216bf9,False,55.0,800000 main,optimal_configuration_graph,worker_exited,,solution_return,protein:1o7j.a__4eca.d:a0.5|CPS-2F,3,r3:1o7j.a__4eca.d,validated,completed,43a8fcac9f981bfb7a0cc1e51c1b32bccf18a39ba4074ceeeb9299b01a052c1a,17.0,18.0,18.0,agrees_with_primary
protein:1o7j.a__4eca.d:a0.5|CPS-3F|repetition3,102,protein,1o7j.a__4eca.d,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__4eca.d.npz,926bd75812d2daa4cb742c7dbd881611b05dc2d93343e85c35a1267077868b86,CPS-3F,0.5,9.476499139682725,8.78100160685718,15.364049921814237,new,output\paper_v1\expanded_comparison\timing_study\slots\102\attempts\timing102_05fedcd1a4074bf0977b8f1fd279c1b0,validated,True,False,20.0,21.0,21.0,0.9090909090909091,0.9545454545454546,0.9318181818181818,0.026829799986444414,0.0028938000032212585,5.739081400010036,8.901683400006732,215.70703125,109.0,638.0,109,108,0.0,2,True,configuration_graph,True,validated,,15.364049921814237,True,15cfc0010b5dcb02c7c0f7dfeb4efbc7b2ae92e7019fc21c2aabd2b75d589216,False,55.0,800000 main; 2000000 preprocessing,optimal_configuration_graph,worker_exited,,solution_return,protein:1o7j.a__4eca.d:a0.5|CPS-3F,3,r3:1o7j.a__4eca.d,validated,completed,f6e2cea7858af5f4d49429f8bc3007f0f7578c737d2df4ebf1b84af69affd65c,20.0,21.0,21.0,agrees_with_primary
protein:1o7j.a__4eca.d:a0.5|Independent continuous|repetition3,103,protein,1o7j.a__4eca.d,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__4eca.d.npz,926bd75812d2daa4cb742c7dbd881611b05dc2d93343e85c35a1267077868b86,Independent continuous,0.5,9.476499139682725,8.78100160685718,15.364049921814237,new,output\paper_v1\expanded_comparison\timing_study\slots\103\attempts\timing103_afe8fefb02ee4b7db38bd4f5d37fc2a0,validated,True,False,16.0,18.0,18.0,0.7272727272727273,0.8181818181818182,0.7727272727272727,0.009629600011976436,0.002874600002542138,8.438663200009614,11.386123200005386,229.53515625,,,0,0,,0,False,independent_optimization,True,validated,,18.018355890591128,False,ce9971379a198940b2464c576a61b6e744ffab73cd900e93729fded4d4cb35db,False,,N/A,optimal_independent_baseline,worker_exited,,solution_return,protein:1o7j.a__4eca.d:a0.5|Independent continuous,3,r3:1o7j.a__4eca.d,validated,completed,0b2ab60cafb71b5d20207f2f50c1abb5a8cc58f8f3875bfb9391b86d610f46bd,16.0,18.0,18.0,agrees_with_primary
protein:1o7j.a__4eca.d:a0.5|Independent discrete|repetition3,104,protein,1o7j.a__4eca.d,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__4eca.d.npz,926bd75812d2daa4cb742c7dbd881611b05dc2d93343e85c35a1267077868b86,Independent discrete,0.5,9.476499139682725,8.78100160685718,15.364049921814237,new,output\paper_v1\expanded_comparison\timing_study\slots\104\attempts\timing104_e94236ccf69249ca8fc7b87ae63ec935,validated,True,False,20.0,21.0,21.0,0.9090909090909091,0.9545454545454546,0.9318181818181818,0.005317600007401779,0.002815400017425418,6.197711900022114,9.588438200007658,214.55859375,,,0,0,,0,False,independent_optimization,True,validated,,15.364049921814237,True,42174ad7ac89326bdc023f784eb56e588b1856121a30fcfc68272727c437a250,False,,2000000 default,optimal_independent_baseline,worker_exited,,solution_return,protein:1o7j.a__4eca.d:a0.5|Independent discrete,3,r3:1o7j.a__4eca.d,validated,completed,4687c4529bb846803d5f8e08e3a0e39403cc6e275cb5acfabce6fb65ae19e929,20.0,21.0,21.0,agrees_with_primary
protein:1o7j.a__1toh.a:a0.5|CPS-2F|repetition3,105,protein,1o7j.a__1toh.a,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1toh.a.npz,5e6a2b9a37b78ae69edb4d6f22281db5d47f278893cbaca092fc6164e9b8337e,CPS-2F,0.5,9.476499139682725,10.346278485309295,37.12846564295379,new,output\paper_v1\expanded_comparison\timing_study\slots\105\attempts\timing105_f9e92df97183407aa90375c5cff6e409,validated,True,False,16.0,16.0,16.0,0.7272727272727273,0.7272727272727273,0.7272727272727273,3.27689539999119,0.0025747999898158014,10.211792699992657,17.838833500019973,237.80859375,16301.0,2930899.0,16301,16300,0.0,2,True,configuration_graph,True,validated,,37.12846564295379,True,83e295835d1a2b2cd4e5bb94bcabb51ef6f02b6b85b69493b69502bd1d8271fd,False,55.0,800000 main,optimal_configuration_graph,worker_exited,,solution_return,protein:1o7j.a__1toh.a:a0.5|CPS-2F,3,r3:1o7j.a__1toh.a,validated,completed,580ed82d71279186ce0d80a519644e367ab5dc95e527ea2e7b7e13593767a3f2,16.0,16.0,16.0,agrees_with_primary
protein:1o7j.a__1toh.a:a0.5|CPS-3F|repetition3,106,protein,1o7j.a__1toh.a,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1toh.a.npz,5e6a2b9a37b78ae69edb4d6f22281db5d47f278893cbaca092fc6164e9b8337e,CPS-3F,0.5,9.476499139682725,10.346278485309295,37.12846564295379,new,output\paper_v1\expanded_comparison\timing_study\slots\106\attempts\timing106_113ecd4b2f7a428297061f12e3067fcf,validated,True,False,20.0,21.0,21.0,0.9090909090909091,0.9545454545454546,0.9318181818181818,0.02867510000942275,0.0029725999920628965,6.963957800006028,10.448718899977393,215.2265625,473.0,1887.0,473,472,0.0,2,True,configuration_graph,True,validated,,37.12846564295379,True,5e2b77a97b0019cfb1554c47aed509dba3210add9d25a2cd22bd512712a1c387,False,55.0,800000 main; 2000000 preprocessing,optimal_configuration_graph,worker_exited,,solution_return,protein:1o7j.a__1toh.a:a0.5|CPS-3F,3,r3:1o7j.a__1toh.a,validated,completed,f1b921a32354669708db42fd93f01c13487adccfa781dda10e151302cb632a06,20.0,21.0,21.0,agrees_with_primary
protein:1o7j.a__1toh.a:a0.5|Independent continuous|repetition3,107,protein,1o7j.a__1toh.a,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1toh.a.npz,5e6a2b9a37b78ae69edb4d6f22281db5d47f278893cbaca092fc6164e9b8337e,Independent continuous,0.5,9.476499139682725,10.346278485309295,37.12846564295379,new,output\paper_v1\expanded_comparison\timing_study\slots\107\attempts\timing107_61ef0eaf2186463d8f1930cbfa2bb494,validated,True,False,16.0,16.0,16.0,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.009499700012383983,0.0025332000222988427,9.248890599992592,12.774490399984643,229.39453125,,,0,0,,0,False,independent_optimization,True,validated,,37.12846564295379,True,e2c522f0cbe0788d25128d47b5e683c62053a5f583f4662eec545689d86fe12f,False,,N/A,optimal_independent_baseline,worker_exited,,solution_return,protein:1o7j.a__1toh.a:a0.5|Independent continuous,3,r3:1o7j.a__1toh.a,validated,completed,12f33ab579209a515d4653a9526e143121775c77cad98af55306a0e07e034fe8,16.0,16.0,16.0,agrees_with_primary
protein:1o7j.a__1toh.a:a0.5|Independent discrete|repetition3,108,protein,1o7j.a__1toh.a,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1toh.a.npz,5e6a2b9a37b78ae69edb4d6f22281db5d47f278893cbaca092fc6164e9b8337e,Independent discrete,0.5,9.476499139682725,10.346278485309295,37.12846564295379,new,output\paper_v1\expanded_comparison\timing_study\slots\108\attempts\timing108_cc6d624a1faf4a95a44d806a2f99659d,validated,True,False,20.0,21.0,21.0,0.9090909090909091,0.9545454545454546,0.9318181818181818,0.005684200004907325,0.0033878999820444733,7.281129499984672,11.185338800016325,215.30078125,,,0,0,,0,False,independent_optimization,True,validated,,37.12846564295379,True,5a006782b9f6a3e8036fec7e18950ae1a884f754844d63071cbc4b69cc9e2ca1,False,,2000000 default,optimal_independent_baseline,worker_exited,,solution_return,protein:1o7j.a__1toh.a:a0.5|Independent discrete,3,r3:1o7j.a__1toh.a,validated,completed,f6df53ab5e839b372265aacbc4360acde6ee7068b805cff91850bf0cd255e2a0,20.0,21.0,21.0,agrees_with_primary
hurricane:EP111954__EP021984:a0.5|CPS-2F|repetition3,109,hurricane,EP111954__EP021984,25,82,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP111954__EP021984.npz,f6f69328452dbeb2c9b701abdb3760ce7a95f9de1a53ed1dcbd1261aa4023d20,CPS-2F,0.5,62.59116991555275,21.5881714404469,411.7453872318912,new,output\paper_v1\expanded_comparison\timing_study\slots\109\attempts\timing109_119becb1f43d4a029bcfdc3c68fbb5d4,validated,True,False,6.0,16.0,16.0,0.24,0.1951219512195122,0.205607476635514,26.118396399979247,0.01260860002366826,9.988398599991342,36.81484940001974,231.015625,7341.0,5699716.0,7341,7340,0.0,2,True,configuration_graph,True,validated,,391.07954231396457,True,115349c41433be06c251984da752052a98b2b99b29eb9be0f99928bcde2f06ba,False,55.0,800000 main,optimal_configuration_graph,worker_exited,,solution_return,hurricane:EP111954__EP021984:a0.5|CPS-2F,3,r3:EP111954__EP021984,validated,completed,73c4b41da1baa5ad8636fd78cf4446576a867ee980c33a865b2b4f90773f51dc,6.0,16.0,16.0,agrees_with_primary
hurricane:EP111954__EP021984:a0.5|CPS-3F|repetition3,110,hurricane,EP111954__EP021984,25,82,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP111954__EP021984.npz,f6f69328452dbeb2c9b701abdb3760ce7a95f9de1a53ed1dcbd1261aa4023d20,CPS-3F,0.5,62.59116991555275,21.5881714404469,411.7453872318912,new,output\paper_v1\expanded_comparison\timing_study\slots\110\attempts\timing110_984ed68199f444b59f0eafff0fbe39d4,validated,True,False,25.0,79.0,79.0,1.0,0.9634146341463414,0.9719626168224299,0.0696765000175219,0.02183139999397099,7.0274309999949764,7.8739519999944605,194.32421875,493.0,1406.0,493,492,0.0,2,True,configuration_graph,True,validated,,411.7453872318912,True,fcf757fd99b789a8b83cbaf710d41307d0122e51d2e981874008f42dd494a1eb,False,55.0,800000 main; 2000000 preprocessing,optimal_configuration_graph,worker_exited,,solution_return,hurricane:EP111954__EP021984:a0.5|CPS-3F,3,r3:EP111954__EP021984,validated,completed,f7da579dd92ebda75309378e212d15f1e184e02290ee4e4d2eb76ecbcc39ba44,25.0,79.0,79.0,agrees_with_primary
hurricane:EP111954__EP021984:a0.5|Independent continuous|repetition3,111,hurricane,EP111954__EP021984,25,82,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP111954__EP021984.npz,f6f69328452dbeb2c9b701abdb3760ce7a95f9de1a53ed1dcbd1261aa4023d20,Independent continuous,0.5,62.59116991555275,21.5881714404469,411.7453872318912,new,output\paper_v1\expanded_comparison\timing_study\slots\111\attempts\timing111_9ea07e405d4a46bca0691766d9ee9453,validated,True,False,4.0,16.0,16.0,0.16,0.1951219512195122,0.18691588785046728,0.15066859999205917,0.0023136999807320535,9.985627499991097,10.888569999980973,212.84375,,,0,0,,0,False,independent_optimization,True,validated,,720.228597506722,False,02be3ef64dc97164d20a368e5b2056d9dda944e823a40fb8b7c133890804c78a,False,,N/A,optimal_independent_baseline,worker_exited,,solution_return,hurricane:EP111954__EP021984:a0.5|Independent continuous,3,r3:EP111954__EP021984,validated,completed,8dc4af225821c83f3b0ea80b8166afeb8a3614751f993517b1c219dd9833523b,4.0,16.0,16.0,agrees_with_primary
hurricane:EP111954__EP021984:a0.5|Independent discrete|repetition3,112,hurricane,EP111954__EP021984,25,82,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP111954__EP021984.npz,f6f69328452dbeb2c9b701abdb3760ce7a95f9de1a53ed1dcbd1261aa4023d20,Independent discrete,0.5,62.59116991555275,21.5881714404469,411.7453872318912,new,output\paper_v1\expanded_comparison\timing_study\slots\112\attempts\timing112_9656ba4eb6c04f658033f1d860117482,validated,True,False,25.0,79.0,79.0,1.0,0.9634146341463414,0.9719626168224299,0.016806500003440306,0.01728599998750724,7.246451099985279,8.331636400020216,194.59375,,,0,0,,0,False,independent_optimization,True,validated,,411.7453872318912,True,07724f239cc18a1ae4fc5e5aec004afa0f7ec16096d6139c3cccc44b8d69a17e,False,,2000000 default,optimal_independent_baseline,worker_exited,,solution_return,hurricane:EP111954__EP021984:a0.5|Independent discrete,3,r3:EP111954__EP021984,validated,completed,8456b537650f4eb18d1f6956fb3dd041387838b72d7d54a39db6ff120d9a77af,25.0,79.0,79.0,agrees_with_primary
hurricane:AL072006__AL011900:a0.5|CPS-2F|repetition3,113,hurricane,AL072006__AL011900,62,81,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_AL072006__AL011900.npz,d1c7ae57c312b1c5a78b6a809f85412f79e79e9cffd6209bda018544b7cd301f,CPS-2F,0.5,83.40813893161072,81.15849951823131,2969.784643498885,new,output\paper_v1\expanded_comparison\timing_study\slots\113\attempts\timing113_88160483cbac4449af0e179cf1ead407,transition_budget_limit,False,True,,,,,,,32.40955920002307,,10.338714199984679,43.34877779998351,248.42578125,14181.0,20000001.0,2324,2323,11857.0,2,True,configuration_graph,False,not_run_no_solution,solver / configuration_graph,,,,False,55.0,800000 main,transition_budget_limit,worker_exited,product transition budget exceeded,time_to_termination,hurricane:AL072006__AL011900:a0.5|CPS-2F,3,r3:AL072006__AL011900,transition_budget_limit,,4143e37338d6091def6e1e0907e140b1b5e5176b671f2dba52a07cef871c9622,,,,not_validated
hurricane:AL072006__AL011900:a0.5|CPS-3F|repetition3,114,hurricane,AL072006__AL011900,62,81,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_AL072006__AL011900.npz,d1c7ae57c312b1c5a78b6a809f85412f79e79e9cffd6209bda018544b7cd301f,CPS-3F,0.5,83.40813893161072,81.15849951823131,2969.784643498885,new,output\paper_v1\expanded_comparison\timing_study\slots\114\attempts\timing114_86b69cf2d538422b88863f33eaf02986,validated,True,False,60.0,75.0,75.0,0.967741935483871,0.9259259259259259,0.9440559440559441,0.15994189999764785,0.028899400000227615,6.860617400001502,7.951202800002648,194.99609375,2724.0,14141.0,2724,2723,0.0,2,True,configuration_graph,True,validated,,2969.784643498885,True,ef39c9508165889210265e1e95c1d31b4ced5a6ee16e0962613811f200760c04,False,55.0,800000 main; 2000000 preprocessing,optimal_configuration_graph,worker_exited,,solution_return,hurricane:AL072006__AL011900:a0.5|CPS-3F,3,r3:AL072006__AL011900,validated,completed,a05d497777a470dd019b8e61ffa0a79ce02faea075af5890853651b569cc1765,60.0,75.0,75.0,agrees_with_primary
hurricane:AL072006__AL011900:a0.5|Independent continuous|repetition3,115,hurricane,AL072006__AL011900,62,81,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_AL072006__AL011900.npz,d1c7ae57c312b1c5a78b6a809f85412f79e79e9cffd6209bda018544b7cd301f,Independent continuous,0.5,83.40813893161072,81.15849951823131,2969.784643498885,new,output\paper_v1\expanded_comparison\timing_study\slots\115\attempts\timing115_a637dbd765394a5a91dc015dfa8a00c2,validated,True,False,12.0,10.0,12.0,0.1935483870967742,0.12345679012345678,0.15384615384615385,0.18790509999962524,0.0024914999958127737,9.719047899998259,10.64244160000817,211.046875,,,0,0,,0,False,independent_optimization,True,validated,,2961.871080312045,True,7d15636b2fee05722e50c6c92bd90314fa6344d8f3f272391fa270609c931f1e,False,,N/A,optimal_independent_baseline,worker_exited,,solution_return,hurricane:AL072006__AL011900:a0.5|Independent continuous,3,r3:AL072006__AL011900,validated,completed,20573b5867ab43d4ed17f6b112fbd9fafd0e609c887e3e8d34462268fbda7ae4,12.0,10.0,12.0,agrees_with_primary
hurricane:AL072006__AL011900:a0.5|Independent discrete|repetition3,116,hurricane,AL072006__AL011900,62,81,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_AL072006__AL011900.npz,d1c7ae57c312b1c5a78b6a809f85412f79e79e9cffd6209bda018544b7cd301f,Independent discrete,0.5,83.40813893161072,81.15849951823131,2969.784643498885,new,output\paper_v1\expanded_comparison\timing_study\slots\116\attempts\timing116_35cab4658e804cd387f4a144553854ca,validated,True,False,60.0,75.0,75.0,0.967741935483871,0.9259259259259259,0.9440559440559441,0.02005669998470694,0.0355039999994915,7.310970000020461,8.308783899992704,194.75390625,,,0,0,,0,False,independent_optimization,True,validated,,2969.784643498885,True,513c1b31f11d227d2fc97fdcc5481cfb4749af9526e72eb1e2aae1406ee974fa,False,,2000000 default,optimal_independent_baseline,worker_exited,,solution_return,hurricane:AL072006__AL011900:a0.5|Independent discrete,3,r3:AL072006__AL011900,validated,completed,8d244a1c9c64526910953fdcdb6725dd0b4805376c92a05c98cc5e29d21fe4e2,60.0,75.0,75.0,agrees_with_primary
hurricane:EP012014__EP212006:a0.5|CPS-2F|repetition3,117,hurricane,EP012014__EP212006,30,29,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP012014__EP212006.npz,b1ea8828119b71374fb3be9b07b5e3d7cd5ed7f81701351d279a01dd32677ddf,CPS-2F,0.5,22.088133009069068,20.773394823842597,628.8969388779135,new,output\paper_v1\expanded_comparison\timing_study\slots\117\attempts\timing117_83787c979fc04044ae202002a033b088,validated,True,False,5.0,7.0,7.0,0.16666666666666666,0.2413793103448276,0.2033898305084746,1.1899824000138324,0.0019370999943930656,10.958622100006323,12.79304480002611,220.76171875,3254.0,724841.0,3254,3253,0.0,2,True,configuration_graph,True,validated,,628.8969388779135,True,34a1cad939af5c7a6e368ed3e2c7e8c79d5b04e6ec2b084e46fe40d77b896f79,False,55.0,800000 main,optimal_configuration_graph,worker_exited,,solution_return,hurricane:EP012014__EP212006:a0.5|CPS-2F,3,r3:EP012014__EP212006,validated,completed,ab91f346e6ba71c4cb30de59e3c0b7e8343b4dd4f2219e008cc8174c3061a59a,5.0,7.0,7.0,agrees_with_primary
hurricane:EP012014__EP212006:a0.5|CPS-3F|repetition3,118,hurricane,EP012014__EP212006,30,29,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP012014__EP212006.npz,b1ea8828119b71374fb3be9b07b5e3d7cd5ed7f81701351d279a01dd32677ddf,CPS-3F,0.5,22.088133009069068,20.773394823842597,628.8969388779135,new,output\paper_v1\expanded_comparison\timing_study\slots\118\attempts\timing118_f07a17d4b7c54689b71ce34171a63bde,validated,True,False,28.0,27.0,28.0,0.9333333333333333,0.9310344827586207,0.9322033898305084,0.03133150000940077,0.0049109999963548034,6.369701499992516,7.0768064000003505,194.4453125,269.0,777.0,269,268,0.0,2,True,configuration_graph,True,validated,,628.8969388779135,True,5f928288aeb44e88c5e6156d85632435346e9cc05cb2cf5b2664104cfb410239,False,55.0,800000 main; 2000000 preprocessing,optimal_configuration_graph,worker_exited,,solution_return,hurricane:EP012014__EP212006:a0.5|CPS-3F,3,r3:EP012014__EP212006,validated,completed,dddc3ddc97ccb45935898a47b546af4f56cec4c5c042b1f244a8aa06900dda91,28.0,27.0,28.0,agrees_with_primary
