id,name,year,basin,n,length_km,extent_km,c_cube,c_ball
AL081968,EDNA,1968,atlantic,31,3778.13,3770.36,2.0131,2.0078
AL041876,UNNAMED,1876,atlantic,26,3370.59,3363.65,2.0328,2.0059
AL031982,BERYL,1982,atlantic,37,4485.44,4459.46,2.037,2.0181
AL051951,DOG,1951,atlantic,38,5883.07,5845.83,2.0621,2.008
EP141983,NARDA,1983,pacific,41,5330.73,5287.25,2.066,2.0237
AL151967,UNNAMED,1967,atlantic,33,4601.23,4585.19,2.0666,2.0058
EP131994,KRISTY,1994,pacific,30,4376.1,4347.9,2.0672,2.0178
AL091932,UNNAMED,1932,atlantic,31,3844.57,3832.75,2.0719,2.0083
AL011906,UNNAMED,1906,atlantic,27,2668.27,2629.38,2.0885,2.0446
AL111898,UNNAMED,1898,atlantic,35,3478.18,3456.57,2.0976,2.0065
EP042009,CARLOS,2009,pacific,27,2740.01,2717.71,2.0983,2.0277
EP062008,ELIDA,2008,pacific,41,5583.94,5535.35,2.1055,2.0212
AL021983,UNNAMED,1983,atlantic,25,3985.93,3955.0,2.1068,2.013
AL081967,UNNAMED,1967,atlantic,25,2850.21,2837.4,2.1075,2.0086
AL031864,UNNAMED,1864,atlantic,26,3958.45,3931.07,2.1103,2.0051
EP061987,FERNANDA,1987,pacific,30,3237.25,3214.84,2.1126,2.023
EP012003,ANDRES,2003,pacific,28,4391.32,4357.21,2.1177,2.024
AL022009,ANA,2009,atlantic,26,3354.2,3334.5,2.1191,2.0158
EP072013,GIL,2013,pacific,32,3328.61,3281.05,2.1258,2.0595
EP062003,FELICIA,2003,pacific,28,4235.37,4206.55,2.1261,2.0141
EP052012,EMILIA,2012,pacific,44,6048.16,6020.71,2.1299,2.0106
AL041911,UNNAMED,1911,atlantic,38,4091.49,4043.06,2.137,2.0209
EP151968,ORLA,1968,pacific,35,3312.71,3242.55,2.151,2.0395
EP081958,UNNAMED,1958,pacific,27,1751.09,1723.13,2.153,2.0223
AL071970,UNNAMED,1970,atlantic,29,4625.96,4520.01,2.1584,2.0254
EP141994,LANE,1994,pacific,28,3664.14,3611.43,2.1689,2.0289
EP162005,SIXTEEN,2005,pacific,26,2118.96,2079.25,2.1713,2.0586
EP041967,DENISE,1967,pacific,49,7703.46,7654.96,2.1729,2.0158
AL091970,DOROTHY,1970,atlantic,25,3688.96,3670.91,2.177,2.0316
EP021991,BLANCA,1991,pacific,30,3089.06,3029.3,2.1791,2.0425
AL111974,UNNAMED,1974,atlantic,37,5997.62,5921.34,2.1796,2.0105
EP021985,BLANCA,1985,pacific,41,3470.3,3433.88,2.184,2.0533
EP131990,JULIO,1990,pacific,32,4291.75,4240.34,2.1848,2.0464
AL081916,UNNAMED,1916,atlantic,26,4721.17,4681.87,2.2007,2.032
EP132011,KENNETH,2011,pacific,31,3643.97,3587.64,2.2055,2.0474
AL051942,UNNAMED,1942,atlantic,32,3535.56,3518.73,2.2072,2.0059
EP131970,MAGGIE,1970,pacific,27,3153.88,3132.29,2.2078,2.0154
AL121878,UNNAMED,1878,atlantic,32,2953.79,2897.46,2.2129,2.0422
EP042006,CARLOTTA,2006,pacific,33,3342.86,3302.28,2.2134,2.0248
EP031991,CARLOS,1991,pacific,45,4480.92,4355.14,2.2153,2.0679
EP052001,DALILA,2001,pacific,31,3162.68,3151.43,2.2173,2.0093
EP042004,CELIA,2004,pacific,30,2596.25,2554.33,2.2174,2.0446
EP031995,BARBARA,1995,pacific,42,4513.65,4483.01,2.2179,2.014
EP041976,DIANA,1976,pacific,30,4851.35,4806.92,2.2208,2.0265
EP041981,DORA,1981,pacific,25,2550.59,2533.21,2.2209,2.0216
AL142000,JOYCE,2000,atlantic,28,3954.96,3891.26,2.223,2.0336
EP042012,DANIEL,2012,pacific,41,5641.33,5611.69,2.2233,2.0173
AL042015,DANNY,2015,atlantic,31,3599.78,3554.3,2.2289,2.0282
AL102008,JOSEPHINE,2008,atlantic,33,3551.4,3463.98,2.2293,2.0687
EP081999,EUGENE,1999,pacific,39,4659.6,4569.89,2.2293,2.0466
AL071931,UNNAMED,1931,atlantic,33,4839.53,4787.65,2.2311,2.023
EP082008,GENEVIEVE,2008,pacific,40,4342.91,4281.84,2.2337,2.0577
EP081991,GUILLERMO,1991,pacific,28,3900.01,3832.58,2.2427,2.0199
AL092010,GASTON,2010,atlantic,30,3918.69,3867.7,2.2515,2.0271
EP031966,CONNIE,1966,pacific,39,3670.97,3606.65,2.2551,2.0341
EP181984,RACHEL,1984,pacific,36,2561.13,2525.89,2.2594,2.0621
EP151990,LOWELL,1990,pacific,36,4377.33,4263.95,2.2636,2.0759
EP081992,GEORGETTE,1992,pacific,48,6843.9,6733.8,2.2708,2.0738
EP031975,CARLOTTA,1975,pacific,35,3223.26,3169.05,2.2725,2.0371
AL131969,FRANCELIA,1969,atlantic,27,3118.82,3062.92,2.2752,2.0514
EP091982,IVA,1982,pacific,30,2868.57,2811.45,2.2791,2.0641
EP091985,IGNACIO,1985,pacific,25,2664.65,2623.13,2.2806,2.0266
EP072011,GREG,2011,pacific,26,3069.51,3033.34,2.2809,2.0218
AL181971,IRENE,1971,atlantic,37,4403.28,4324.59,2.2868,2.0418
EP111993,JOVA,1993,pacific,32,2920.06,2872.3,2.2906,2.0346
EP031968,CELESTE,1968,pacific,27,2831.43,2775.96,2.2915,2.0375
AL042007,DEAN,2007,atlantic,42,7665.49,7541.22,2.2936,2.0177
AL041888,UNNAMED,1888,atlantic,34,3795.44,3714.07,2.3014,2.0402
EP011957,KANOA,1957,pacific,45,5049.43,4985.44,2.3031,2.0324
EP051951,UNNAMED,1951,pacific,29,3882.8,3830.23,2.3032,2.0438
EP031965,AVA,1965,pacific,25,2338.01,2287.6,2.305,2.0339
AL161978,GRETA,1978,atlantic,26,3443.83,3390.99,2.3083,2.0602
EP081988,HECTOR,1988,pacific,41,5063.31,4970.68,2.3108,2.0445
EP121983,LORENA,1983,pacific,34,2949.87,2914.97,2.3156,2.0636
EP061998,ESTELLE,1998,pacific,41,5182.73,5100.51,2.3164,2.0442
AL081931,UNNAMED,1931,atlantic,25,3111.69,3003.4,2.3205,2.0606
EP101982,JOHN,1982,pacific,35,4162.51,4138.25,2.324,2.0184
EP041994,DANIEL,1994,pacific,26,3612.9,3543.39,2.3289,2.0289
EP032006,BUD,2006,pacific,27,3850.77,3836.17,2.329,2.0073
EP052006,DANIEL,2006,pacific,48,4827.47,4753.09,2.3301,2.0343
EP121988,LANE,1988,pacific,38,4613.77,4540.75,2.3311,2.0376
EP101975,JEWEL,1975,pacific,31,3215.6,3151.07,2.332,2.0541
AL042001,CHANTAL,2001,atlantic,33,6102.66,5982.05,2.3324,2.0642
EP071996,DOUGLAS,1996,pacific,33,4448.73,4391.4,2.3377,2.0298
AL141974,FIFI,1974,atlantic,33,4267.58,4215.3,2.3379,2.037
AL051887,UNNAMED,1887,atlantic,36,3887.07,3857.71,2.3384,2.0084
EP051986,ESTELLE,1986,pacific,40,5618.07,5583.38,2.3389,2.013
EP011970,ADELE,1970,pacific,31,3614.78,3541.55,2.3398,2.0493
EP111992,JAVIER,1992,pacific,50,6143.58,6003.59,2.342,2.0518
AL041951,CHARLIE,1951,atlantic,52,6103.12,6024.28,2.3552,2.018
AL091973,CHRISTINE,1973,atlantic,42,5939.49,5737.75,2.3597,2.0466
EP112009,HILDA,2009,pacific,42,4914.43,4783.68,2.3597,2.1219
EP051968,ESTELLE,1968,pacific,33,4290.26,4212.48,2.3602,2.1319
EP051985,ENRIQUE,1985,pacific,35,3860.59,3747.15,2.3631,2.0977
EP052011,EUGENE,2011,pacific,44,4964.27,4858.43,2.3789,2.0682
EP022001,BARBARA,2001,pacific,26,3877.3,3866.29,2.3922,2.0125
EP101970,JOYCE,1970,pacific,25,1771.51,1727.56,2.3989,2.0277
EP071983,GIL,1983,pacific,51,7952.48,7766.39,2.4018,2.0717
EP121970,LORRAINE,1970,pacific,47,5151.91,4976.17,2.4018,2.1198
AL031993,BRET,1993,atlantic,33,5183.95,5122.4,2.4022,2.0223
EP031988,CARLOTTA,1988,pacific,28,2785.89,2715.37,2.411,2.065
EP092008,HERNAN,2008,pacific,41,4412.54,4269.57,2.4154,2.0804
AL061909,UNNAMED,1909,atlantic,34,4698.23,4636.48,2.424,2.0267
EP121982,LANE,1982,pacific,26,3382.92,3337.6,2.4314,2.0316
EP191968,TARA,1968,pacific,33,3732.7,3615.82,2.4341,2.0593
EP081965,FLORENCE,1965,pacific,31,2685.91,2641.43,2.4369,2.0298
EP091975,ILSA,1975,pacific,35,3702.55,3596.11,2.4431,2.0773
AL101955,JANET,1955,atlantic,40,5298.69,5194.39,2.4452,2.036
EP102004,GEORGETTE,2004,pacific,33,4364.62,4306.53,2.4515,2.0278
EP181982,SERGIO,1982,pacific,40,4695.76,4626.19,2.4564,2.0487
EP111954,UNNAMED,1954,pacific,25,3004.38,2937.47,2.4601,2.0571
EP111973,KATHERINE,1973,pacific,39,4495.62,4316.91,2.4696,2.0911
AL041915,UNNAMED,1915,atlantic,27,3400.46,3298.06,2.4725,2.0546
AL081971,CHLOE,1971,atlantic,29,4017.17,3911.66,2.4763,2.0757
EP041978,DANIEL,1978,pacific,29,4135.64,4063.21,2.4797,2.0329
EP102006,ILEANA,2006,pacific,32,2634.73,2605.42,2.4888,2.0755
AL091955,HILDA,1955,atlantic,39,3603.29,3498.85,2.4894,2.0656
EP041971,DENISE,1971,pacific,47,6392.98,6216.06,2.4899,2.0686
EP092007,FLOSSIE,2007,pacific,32,3900.05,3802.96,2.4985,2.0438
EP051970,FRANCESCA,1970,pacific,35,4038.02,3944.14,2.4985,2.0906
EP111968,KATHLEEN,1968,pacific,41,4830.65,4706.77,2.5014,2.0933
EP071991,FEFA,1991,pacific,40,5258.91,5206.38,2.5033,2.0224
EP052002,DOUGLAS,2002,pacific,27,3731.93,3605.55,2.5075,2.0927
EP081997,FELICIA,1997,pacific,33,4583.42,4535.39,2.5145,2.0536
AL041944,UNNAMED,1944,atlantic,32,4307.14,4255.51,2.5154,2.0442
AL052012,ERNESTO,2012,atlantic,39,5589.23,5488.74,2.5168,2.0557
EP021999,BEATRIZ,1999,pacific,32,3468.83,3369.17,2.5217,2.0478
EP161970,PATRICIA,1970,pacific,31,3843.23,3787.75,2.5225,2.0684
AL081933,UNNAMED,1933,atlantic,60,7987.1,7875.37,2.5245,2.0244
EP021954,UNNAMED,1954,pacific,25,2034.92,1881.99,2.5259,2.0822
EP111985,KEVIN,1985,pacific,36,3463.08,3398.04,2.5263,2.0471
EP092009,NINE,2009,pacific,25,2419.71,2353.32,2.5272,2.0308
EP092014,ISELLE,2014,pacific,45,5301.68,5222.67,2.536,2.0721
AL161970,GRETA,1970,atlantic,35,2744.99,2473.5,2.5457,2.2216
AL091891,UNNAMED,1891,atlantic,34,4336.89,4097.4,2.5464,2.0822
EP082013,HENRIETTE,2013,pacific,41,4845.82,4628.34,2.5519,2.179
EP041984,DOUGLAS,1984,pacific,48,4736.73,4656.54,2.5588,2.0351
AL041996,DOLLY,1996,atlantic,25,2928.76,2907.19,2.5729,2.0887
EP061986,FRANK,1986,pacific,38,5521.71,5407.7,2.573,2.0263
EP051990,ELIDA,1990,pacific,26,3108.3,3036.77,2.5768,2.0222
EP072010,ESTELLE,2010,pacific,26,2065.04,1985.06,2.5798,2.3421
AL031931,UNNAMED,1931,atlantic,34,4088.36,4021.78,2.58,2.0297
CP011985,NELE,1985,pacific,27,3072.01,2929.1,2.5839,2.0905
EP081993,GREG,1993,pacific,56,4354.34,4134.06,2.5891,2.2162
EP091988,IVA,1988,pacific,36,3148.61,2983.01,2.5953,2.1418
EP031994,CARLOTTA,1994,pacific,29,3133.71,3090.8,2.601,2.0157
AL011998,ALEX,1998,atlantic,26,3916.79,3772.79,2.6073,2.0595
EP081978,HECTOR,1978,pacific,32,3427.74,3330.49,2.6082,2.0779
EP161990,MARIE,1990,pacific,55,4374.9,4161.87,2.6101,2.1778
AL021903,UNNAMED,1903,atlantic,43,6318.06,6199.96,2.6122,2.097
EP071987,GREG,1987,pacific,28,2828.09,2676.87,2.6188,2.1336
EP071994,GILMA,1994,pacific,40,6226.59,5873.23,2.619,2.0863
EP161983,PRISCILLA,1983,pacific,26,2463.89,2117.78,2.6211,2.1439
EP131985,MARTY,1985,pacific,29,2792.98,2629.32,2.6219,2.0863
AL041941,UNNAMED,1941,atlantic,29,4042.31,3814.59,2.6233,2.07
EP022008,BORIS,2008,pacific,37,3406.97,3287.41,2.6251,2.122
EP062005,FERNANDA,2005,pacific,33,3080.7,2964.15,2.6255,2.0943
EP081967,ILSA,1967,pacific,25,2807.92,2663.65,2.6302,2.1478
AL021902,UNNAMED,1902,atlantic,37,3988.22,3287.52,2.6309,2.0984
EP032000,CARLOTTA,2000,pacific,27,2846.72,2772.61,2.6326,2.0333
AL011965,UNNAMED,1965,atlantic,29,4966.93,4446.24,2.6331,2.0765
AL021868,UNNAMED,1868,atlantic,29,4243.31,4167.48,2.6337,2.0479
EP071973,GLENDA,1973,pacific,25,2916.4,2730.25,2.6344,2.1244
AL071921,UNNAMED,1921,atlantic,28,2407.21,2259.63,2.6361,2.2139
EP121989,ISMAEL,1989,pacific,45,4643.79,4503.16,2.6377,2.0802
AL061878,UNNAMED,1878,atlantic,28,2857.07,2546.01,2.6377,2.1001
EP171982,ROSA,1982,pacific,25,1312.76,1288.86,2.6379,2.03
EP102000,HECTOR,2000,pacific,25,2342.29,2267.08,2.6403,2.1366
EP112007,HENRIETTE,2007,pacific,30,2676.41,2407.6,2.6406,2.103
EP021969,BERNICE,1969,pacific,33,3454.01,3337.19,2.6418,2.1403
AL071933,UNNAMED,1933,atlantic,31,2925.29,2539.43,2.6452,2.1655
AL021963,BEULAH,1963,atlantic,34,5735.72,4965.57,2.6455,2.2764
AL091934,UNNAMED,1934,atlantic,30,4519.93,3662.49,2.6456,2.1514
EP081987,HILARY,1987,pacific,35,3655.64,3592.36,2.6461,2.0357
EP011973,AVA,1973,pacific,43,4230.88,4028.02,2.6463,2.2613
AL061898,UNNAMED,1898,atlantic,35,2931.74,2817.46,2.6482,2.1255
EP041983,DALILIA,1983,pacific,26,3053.26,2936.5,2.6498,2.0481
AL021960,ABBY,1960,atlantic,34,4774.51,4619.07,2.6518,2.0502
EP151989,LORENA,1989,pacific,40,3059.61,2894.2,2.6521,2.0831
AL071867,UNNAMED,1867,atlantic,34,2945.08,2613.15,2.6537,2.296
AL031985,CLAUDETTE,1985,atlantic,30,5631.01,5220.78,2.6544,2.0886
EP062011,FERNANDA,2011,pacific,29,3070.08,2972.87,2.6547,2.0869
CP021987,PEKE,1987,pacific,25,2113.82,1863.87,2.6556,2.2535
EP101980,JAVIER,1980,pacific,26,2812.26,2716.86,2.6574,2.0604
AL011964,UNNAMED,1964,atlantic,38,4310.8,3804.27,2.6589,2.1982
AL031889,UNNAMED,1889,atlantic,39,2770.83,2550.05,2.6594,2.0984
EP051966,EILEEN,1966,pacific,25,2426.79,2201.92,2.6612,2.2814
EP082009,FELICIA,2009,pacific,33,3772.35,3701.66,2.6616,2.0327
EP071982,GILMA,1982,pacific,28,4706.05,4666.53,2.6626,2.0205
EP051992,DARBY,1992,pacific,31,4044.08,3834.86,2.6655,2.1576
EP031998,BLAS,1998,pacific,36,4293.65,4184.67,2.6671,2.0317
AL051918,UNNAMED,1918,atlantic,27,3574.3,2907.26,2.6677,2.1163
AL071996,GUSTAV,1996,atlantic,29,3162.52,2915.65,2.6691,2.195
AL132003,ISABEL,2003,atlantic,58,7157.17,6126.37,2.6701,2.1593
AL121978,UNNAMED,1978,atlantic,33,4937.77,3889.05,2.6712,2.1764
EP071981,GREG,1981,pacific,38,3966.72,3821.46,2.6712,2.0763
AL051968,DOLLY,1968,atlantic,29,5643.1,5262.8,2.6741,2.2313
AL062007,FELIX,2007,atlantic,28,4171.29,4086.81,2.6764,2.0372
EP101987,JOVA,1987,pacific,34,3971.09,3858.18,2.6766,2.0977
AL041883,UNNAMED,1883,atlantic,28,6112.35,5771.05,2.6778,2.1023
AL021889,UNNAMED,1889,atlantic,25,3658.08,3389.77,2.6781,2.1477
AL051966,ELLA,1966,atlantic,26,3923.18,3875.78,2.6791,2.0194
AL011911,UNNAMED,1911,atlantic,31,4287.73,4093.9,2.6795,2.0463
AL062015,FRED,2015,atlantic,31,3234.85,3105.68,2.6795,2.1749
AL031904,UNNAMED,1904,atlantic,28,1740.24,1543.19,2.6796,2.0814
AL091943,UNNAMED,1943,atlantic,25,3200.46,2842.83,2.6796,2.1445
EP081990,GENEVIEVE,1990,pacific,35,3670.22,3561.0,2.6803,2.0591
AL051876,UNNAMED,1876,atlantic,49,3885.23,3145.21,2.6824,2.1333
EP041965,BERNICE,1965,pacific,31,3270.72,3189.39,2.6861,2.071
AL061952,CHARLIE,1952,atlantic,29,4341.95,3599.91,2.6872,2.3879
AL021920,UNNAMED,1920,atlantic,30,3892.63,3542.93,2.6879,2.1097
EP172009,NORA,2009,pacific,31,2345.39,2127.25,2.6893,2.2379
AL071975,CAROLINE,1975,atlantic,33,3195.85,3029.58,2.6932,2.1209
EP051993,DORA,1993,pacific,26,2924.3,2850.66,2.6993,2.0526
AL051987,BRET,1987,atlantic,26,3990.52,3791.48,2.7,2.0623
EP101981,JOVA,1981,pacific,27,3972.4,3813.05,2.7009,2.1159
AL041953,CAROL,1953,atlantic,52,9720.67,7396.91,2.7012,2.207
AL021886,UNNAMED,1886,atlantic,33,4247.48,3624.61,2.7017,2.1027
EP071993,FERNANDA,1993,pacific,42,6155.81,5444.42,2.7024,2.1919
EP051967,ELEANOR,1967,pacific,37,4546.25,4448.26,2.7054,2.0694
AL151978,HOPE,1978,atlantic,39,7019.78,5615.18,2.707,2.2624
AL021940,UNNAMED,1940,atlantic,31,1861.64,1482.02,2.7074,2.3201
AL011893,UNNAMED,1893,atlantic,36,4782.13,4746.87,2.7081,2.0145
AL061947,UNNAMED,1947,atlantic,27,3244.37,2589.84,2.7091,2.2497
AL021928,UNNAMED,1928,atlantic,42,4714.82,4012.42,2.7098,2.2324
AL052006,DEBBY,2006,atlantic,26,3877.43,3614.24,2.7136,2.1596
EP121993,KENNETH,1993,pacific,50,3830.19,3612.57,2.7141,2.1322
EP091998,HOWARD,1998,pacific,40,4244.86,4116.81,2.7162,2.1645
AL081888,UNNAMED,1888,atlantic,31,3642.72,3463.05,2.7168,2.091
AL141933,UNNAMED,1933,atlantic,38,4758.96,4673.63,2.7187,2.0314
AL151932,UNNAMED,1932,atlantic,31,4293.71,3590.39,2.7194,2.3689
AL041921,UNNAMED,1921,atlantic,28,3223.76,2950.13,2.7194,2.2829
EP172000,OLIVIA,2000,pacific,32,1858.56,1773.32,2.7196,2.0964
EP032013,COSME,2013,pacific,30,4003.04,3926.98,2.7199,2.0488
AL081886,UNNAMED,1886,atlantic,36,4031.59,3456.76,2.7199,2.3174
EP121976,LIZA,1976,pacific,26,1962.64,1787.41,2.7204,2.3272
AL041880,UNNAMED,1880,atlantic,37,3402.66,3213.06,2.7219,2.08
AL121968,FRANCES,1968,atlantic,30,4056.48,3769.84,2.722,2.1409
AL042010,COLIN,2010,atlantic,25,3836.96,3384.03,2.7235,2.1616
AL171980,UNNAMED,1980,atlantic,25,2215.79,1987.49,2.7255,2.211
EP051998,DARBY,1998,pacific,37,4740.67,4655.85,2.7258,2.0306
EP042011,DORA,2011,pacific,33,3489.81,3268.51,2.726,2.0708
AL021931,UNNAMED,1931,atlantic,26,2886.78,2624.51,2.726,2.1527
AL171972,UNNAMED,1972,atlantic,41,5612.56,4633.39,2.7262,2.1957
AL151936,UNNAMED,1936,atlantic,28,4158.66,3434.26,2.7267,2.2993
AL031942,UNNAMED,1942,atlantic,38,3865.9,3735.93,2.7285,2.0916
AL111945,UNNAMED,1945,atlantic,26,5889.95,5427.87,2.7287,2.2139
EP141978,NORMAN,1978,pacific,30,3921.74,3359.89,2.7288,2.2713
AL031872,UNNAMED,1872,atlantic,48,3835.82,3634.32,2.7313,2.0706
EP021966,BLANCA,1966,pacific,37,5348.2,5220.19,2.7326,2.0493
AL011896,UNNAMED,1896,atlantic,34,5300.78,4855.27,2.7328,2.2127
EP141982,NORMAN,1982,pacific,36,2671.98,2179.93,2.7347,2.2232
AL091974,BECKY,1974,atlantic,28,3847.82,3510.86,2.7348,2.1478
EP081954,UNNAMED,1954,pacific,27,2334.88,2163.94,2.7349,2.1917
AL031879,UNNAMED,1879,atlantic,25,3285.75,2627.71,2.736,2.1627
EP081981,HILARY,1981,pacific,29,2505.92,2407.4,2.736,2.1001
AL071878,UNNAMED,1878,atlantic,60,6140.92,5629.45,2.7364,2.108
AL071891,UNNAMED,1891,atlantic,25,3447.31,3061.08,2.7368,2.1716
EP032009,BLANCA,2009,pacific,25,2163.04,2002.95,2.7369,2.1418
EP071978,GILMA,1978,pacific,29,3515.23,3301.01,2.737,2.2197
AL061912,UNNAMED,1912,atlantic,27,2351.81,2179.89,2.7371,2.0987
AL021895,UNNAMED,1895,atlantic,36,4597.67,4521.14,2.738,2.0165
EP161971,PRISCILLA,1971,pacific,27,2593.4,2211.12,2.7408,2.4027
AL031874,UNNAMED,1874,atlantic,42,6146.22,4909.98,2.742,2.2582
EP102009,GUILLERMO,2009,pacific,46,6324.88,5398.41,2.7425,2.3135
AL101878,UNNAMED,1878,atlantic,28,3420.32,3024.56,2.7434,2.0904
AL101980,EARL,1980,atlantic,27,5682.93,4493.37,2.7438,2.2328
EP151982,OLIVIA,1982,pacific,29,3481.48,3115.91,2.7446,2.2484
AL031927,UNNAMED,1927,atlantic,28,3226.08,2891.04,2.7478,2.1374
EP032005,CALVIN,2005,pacific,30,3104.82,2799.02,2.7478,2.3291
AL071869,UNNAMED,1869,atlantic,32,4620.29,3663.24,2.7482,2.1588
AL041983,BARRY,1983,atlantic,26,2710.67,2450.9,2.7496,2.3052
EP131978,MIRIAM,1978,pacific,38,6099.59,5770.27,2.7513,2.3466
AL061882,UNNAMED,1882,atlantic,45,3762.91,3178.05,2.7515,2.0935
AL091944,UNNAMED,1944,atlantic,29,6831.28,5509.24,2.7522,2.3201
EP122015,IGNACIO,2015,pacific,50,5007.81,4427.67,2.7524,2.1829
EP081983,HENRIETTE,1983,pacific,42,5428.94,4834.99,2.7524,2.2058
EP161997,NORA,1997,pacific,43,3381.14,2935.26,2.7529,2.3289
AL051903,UNNAMED,1903,atlantic,32,3186.26,2561.28,2.7534,2.2313
AL112009,IDA,2009,atlantic,31,2742.36,2353.63,2.7538,2.3305
EP062002,ELIDA,2002,pacific,35,4755.26,4061.84,2.7539,2.1542
AL021890,UNNAMED,1890,atlantic,41,4468.71,3827.89,2.756,2.1607
AL111950,KING,1950,atlantic,31,2550.69,2073.63,2.7572,2.3058
EP041992,CELIA,1992,pacific,50,4767.8,4606.63,2.7584,2.1205
EP062000,DANIEL,2000,pacific,54,8218.14,7495.73,2.7587,2.105
EP041988,DANIEL,1988,pacific,30,2815.95,2744.65,2.7609,2.255
EP051988,EMILIA,1988,pacific,25,2012.1,1863.6,2.7627,2.1367
AL052005,EMILY,2005,atlantic,45,6619.0,6400.64,2.7629,2.0527
AL061916,UNNAMED,1916,atlantic,33,5568.9,5240.0,2.7633,2.0637
AL011885,UNNAMED,1885,atlantic,36,5090.86,4639.77,2.7635,2.1276
EP151987,OTIS,1987,pacific,28,2436.93,2229.54,2.7641,2.0778
EP051995,DALILA,1995,pacific,36,2395.2,2215.32,2.7656,2.2575
AL061931,UNNAMED,1931,atlantic,28,4219.37,4087.17,2.7662,2.0226
EP081972,HYACINTH,1972,pacific,41,5342.26,4168.85,2.7673,2.5907
EP141970,NORMA,1970,pacific,25,1903.14,1667.66,2.7682,2.253
EP061988,FABIO,1988,pacific,49,4813.34,4665.75,2.7686,2.0729
AL142013,MELISSA,2013,atlantic,26,4539.97,3963.69,2.7688,2.3382
AL091971,DORIA,1971,atlantic,36,6285.25,5076.7,2.7689,2.1989
AL081889,UNNAMED,1889,atlantic,29,4406.66,3597.64,2.7691,2.1342
AL041889,UNNAMED,1889,atlantic,48,4180.08,3521.58,2.7694,2.4559
EP131983,MANUEL,1983,pacific,34,3296.16,2953.75,2.7713,2.1528
EP011983,ADOLPH,1983,pacific,31,2890.89,2405.41,2.7723,2.192
AL041891,UNNAMED,1891,atlantic,34,5876.07,5028.58,2.7726,2.2389
AL031883,UNNAMED,1883,atlantic,39,4141.8,3544.34,2.7729,2.086
EP131982,MIRIAM,1982,pacific,32,5566.02,4662.04,2.7731,2.4098
AL081878,UNNAMED,1878,atlantic,29,5875.12,5706.98,2.774,2.065
AL071966,GRETA,1966,atlantic,26,2981.08,2888.43,2.7745,2.0938
AL111933,UNNAMED,1933,atlantic,33,3567.09,3233.9,2.7752,2.221
EP131974,MAGGIE,1974,pacific,27,1971.73,1844.7,2.7761,2.0592
CP011959,DOT,1959,pacific,27,2758.16,2446.27,2.7768,2.2386
EP152014,ODILE,2014,pacific,37,2674.42,2407.49,2.7771,2.2596
EP061997,DOLORES,1997,pacific,30,4000.04,3939.24,2.7788,2.0358
EP092005,IRWIN,2005,pacific,34,2464.93,2352.1,2.7791,2.1019
AL021872,UNNAMED,1872,atlantic,56,6303.57,4848.98,2.7798,2.3014
AL121953,HAZEL,1953,atlantic,40,6960.51,6494.67,2.7799,2.1729
EP071992,FRANK,1992,pacific,42,4585.73,4336.01,2.7802,2.2598
AL012005,ARLENE,2005,atlantic,25,3717.88,3249.26,2.7802,2.134
AL051958,ELLA,1958,atlantic,35,4739.06,4643.1,2.7804,2.0502
AL041903,UNNAMED,1903,atlantic,25,3548.83,3175.25,2.7808,2.1391
EP032011,CALVIN,2011,pacific,29,2472.41,2336.44,2.7811,2.2133
AL011861,UNNAMED,1861,atlantic,28,3003.45,2704.63,2.7822,2.1007
EP121985,LINDA,1985,pacific,42,4011.01,3897.08,2.7832,2.0949
AL161999,LENNY,1999,atlantic,39,3401.0,3082.93,2.7835,2.4382
AL061879,UNNAMED,1879,atlantic,33,4510.98,3856.81,2.784,2.1031
CP012002,ALIKA,2002,pacific,27,3425.98,3293.11,2.7846,2.3559
AL061953,DOLLY,1953,atlantic,35,5950.42,5121.98,2.7849,2.3308
EP051952,UNNAMED,1952,pacific,29,2268.33,2211.74,2.7852,2.0579
EP041985,DOLORES,1985,pacific,39,4364.33,4154.4,2.7869,2.1089
EP031986,CELIA,1986,pacific,25,2592.1,2458.36,2.7874,2.0621
EP091972,IVA,1972,pacific,33,2969.89,2852.13,2.7878,2.1127
AL071892,UNNAMED,1892,atlantic,45,4792.8,4629.56,2.7889,2.023
EP101972,JOANNE,1972,pacific,29,2978.29,2404.27,2.7894,2.1554
EP151967,PRISCILLA,1967,pacific,27,2883.86,2759.43,2.7901,2.0918
CP022013,UNALA,2013,pacific,29,4529.78,4367.98,2.7903,2.0538
EP081998,GEORGETTE,1998,pacific,26,2484.69,2455.54,2.7905,2.0273
EP091990,HERNAN,1990,pacific,47,3949.3,3702.47,2.7909,2.1306
AL191976,UNNAMED,1976,atlantic,37,4197.6,3530.25,2.7912,2.4317
EP012007,ALVIN,2007,pacific,43,1953.93,1856.31,2.7914,2.2391
EP082005,HILARY,2005,pacific,34,3819.81,3692.54,2.7923,2.0646
EP181992,INIKI,1992,pacific,33,5495.64,4248.02,2.7932,2.2655
AL081892,UNNAMED,1892,atlantic,30,3484.31,3307.06,2.7939,2.1317
AL031928,UNNAMED,1928,atlantic,29,3031.39,2933.72,2.7943,2.0295
AL041865,UNNAMED,1865,atlantic,37,5093.28,4404.02,2.7947,2.1844
EP102002,HERNAN,2002,pacific,31,2758.96,2576.02,2.7955,2.1277
EP141987,NORMA,1987,pacific,25,1383.78,1168.72,2.7957,2.2892
