domain,pair,nA,nB,eligible,selection_rank,selected
hurricane,EP031968__EP101985,27,37,True,,False
hurricane,EP151989__EP051995,40,36,True,,False
hurricane,AL122005__AL051995,34,30,True,,False
hurricane,EP172000__EP061970,32,29,True,,False
hurricane,EP081996__EP032014,29,41,True,,False
hurricane,AL051923__AL051962,41,36,True,,False
hurricane,EP081965__EP162009,31,30,True,,False
hurricane,AL061971__AL031908,29,43,True,,False
hurricane,EP032005__EP111983,30,36,True,,False
hurricane,EP102006__EP081995,32,28,True,,False
hurricane,AL081979__AL031943,25,34,True,,False
hurricane,EP121982__EP051979,26,29,True,,False
hurricane,EP061982__EP212015,32,33,True,,False
hurricane,EP031968__EP092000,27,25,True,,False
hurricane,EP101989__EP182014,27,36,True,,False
hurricane,EP092000__EP061970,25,29,True,,False
hurricane,EP092000__EP101983,25,31,True,,False
hurricane,AL021895__AL061931,36,28,True,,False
hurricane,EP012001__EP042013,29,40,True,,False
hurricane,EP041953__EP041991,25,26,True,,False
hurricane,AL111950__AL051950,31,38,True,,False
hurricane,EP131990__EP091998,32,40,True,,False
hurricane,EP041981__EP101983,25,31,True,,False
hurricane,EP051995__EP061992,36,34,True,,False
hurricane,EP021991__EP011970,30,31,True,,False
hurricane,AL031879__AL031905,25,28,True,,False
hurricane,EP102002__EP072007,31,34,True,,False
hurricane,EP081980__EP182014,30,36,True,,False
hurricane,AL091932__AL111898,31,35,True,,False
hurricane,EP081999__EP101982,39,35,True,,False
hurricane,EP111983__EP071972,36,37,True,,False
hurricane,EP041976__EP161974,30,43,True,,False
hurricane,AL201971__AL011994,33,32,True,,False
hurricane,AL031904__AL221971,28,39,True,,False
hurricane,EP071978__EP072008,29,33,True,,False
hurricane,EP061968__EP171985,41,45,True,,False
hurricane,EP101975__EP151989,31,40,True,,False
hurricane,EP032006__EP102004,27,33,True,,False
hurricane,EP041976__EP111968,30,41,True,,False
hurricane,EP131974__EP061970,27,29,True,,False
hurricane,EP081999__EP161990,39,55,True,,False
hurricane,AL051950__AL011994,38,32,True,,False
hurricane,EP092007__EP121984,32,41,True,,False
hurricane,EP011970__EP011973,31,43,True,,False
hurricane,EP012011__EP012002,30,31,True,,False
hurricane,EP081980__EP092000,30,25,True,,False
hurricane,EP131970__EP062011,27,29,True,,False
hurricane,EP102002__EP212015,31,33,True,,False
hurricane,AL021880__AL031910,45,44,True,,False
hurricane,EP071978__EP131987,29,29,True,,False
hurricane,EP031988__EP092000,28,25,True,,False
hurricane,EP101985__EP061982,37,32,True,,False
hurricane,EP102006__EP092000,32,25,True,,False
hurricane,EP122007__EP081996,28,29,True,,False
hurricane,EP111985__EP111975,36,37,True,,False
hurricane,EP131985__EP071990,29,28,True,,False
hurricane,EP131974__EP111995,27,41,True,,False
hurricane,EP052012__EP081992,44,48,True,,False
hurricane,EP051990__EP091995,26,29,True,,False
hurricane,EP131971__EP141967,29,37,True,,False
hurricane,EP042014__EP152015,42,40,True,,False
hurricane,EP121968__EP091971,37,35,True,,False
hurricane,EP041983__EP121968,26,37,True,,False
hurricane,EP031988__EP141991,28,42,True,,False
hurricane,EP191985__EP062006,37,41,True,,False
hurricane,AL061898__AL031926,35,31,True,,False
hurricane,EP031975__EP072011,35,26,True,,False
hurricane,EP062011__EP091974,29,42,True,,False
hurricane,AL061971__AL011962,29,30,True,,False
hurricane,EP032006__EP071992,27,42,True,,False
hurricane,EP031991__EP041992,45,50,True,,False
hurricane,EP131990__EP081991,32,28,True,,False
hurricane,AL061916__AL042003,33,45,True,,False
hurricane,EP112007__EP152008,30,38,True,,False
hurricane,EP091975__EP081978,35,32,True,,False
hurricane,EP041978__EP191984,29,33,True,,False
hurricane,EP121982__EP141990,26,35,True,,False
hurricane,EP071982__EP061988,28,49,True,,False
hurricane,EP091984__EP071972,36,37,True,,False
hurricane,EP132011__EP101976,31,41,True,,False
hurricane,EP111983__EP051973,36,27,True,,False
hurricane,EP031991__EP181982,45,40,True,,False
hurricane,EP041979__EP042014,27,42,True,,False
hurricane,EP041985__EP041966,39,38,True,,False
hurricane,EP072011__EP121968,26,37,True,,False
hurricane,AL041865__AL011918,37,28,True,,False
hurricane,AL141933__AL021878,38,45,True,,False
hurricane,AL041851__AL122000,49,42,True,,False
hurricane,EP011973__EP191984,43,33,True,,False
hurricane,EP051995__EP141997,36,34,True,,False
hurricane,AL011970__AL111964,39,35,True,,False
hurricane,EP102002__EP081980,31,30,True,,False
hurricane,EP011969__EP141998,28,47,True,,False
hurricane,EP072008__EP092011,33,50,True,,False
hurricane,EP032000__EP021984,27,82,True,,False
hurricane,AL041944__AL041941,32,29,True,,False
hurricane,AL061879__AL021950,33,60,True,,False
hurricane,EP192014__EP062012,35,40,True,,False
hurricane,EP022012__EP191983,25,34,True,,False
hurricane,EP152001__EP182014,31,36,True,,False
hurricane,EP111993__EP041965,32,31,True,,False
hurricane,EP071978__EP121991,29,46,True,,False
hurricane,AL061885__AL051912,37,30,True,,False
hurricane,EP122007__EP042013,28,40,True,,False
hurricane,AL061906__AL021916,45,51,True,,False
hurricane,EP031986__EP141971,25,27,True,,False
hurricane,AL041911__AL051942,38,32,True,,False
hurricane,EP032005__EP101990,30,38,True,,False
hurricane,EP102002__EP111983,31,36,True,,False
hurricane,EP101989__EP021981,27,25,True,,False
hurricane,AL111950__AL172008,31,35,True,,False
hurricane,EP031991__EP091998,45,40,True,,False
hurricane,EP171983__EP132015,51,63,True,,False
hurricane,EP161971__EP011983,27,31,True,,False
hurricane,EP021999__EP031994,32,29,True,,False
hurricane,EP081972__EP041963,41,39,True,,False
hurricane,EP031994__EP191990,29,35,True,,False
hurricane,EP072001__EP031949,28,25,True,,False
hurricane,EP031966__EP062011,39,29,True,,False
hurricane,EP171984__EP071984,31,30,True,,False
hurricane,EP092011__EP151991,50,45,True,,False
hurricane,EP102006__EP081980,32,30,True,,False
hurricane,EP102004__EP061997,33,30,True,,False
hurricane,AL071867__AL011923,34,28,True,,False
hurricane,EP041988__EP162009,30,30,True,,False
hurricane,AL182011__AL101943,31,26,True,,False
hurricane,EP121983__EP051973,34,27,True,,False
hurricane,AL061909__AL091887,34,47,True,,False
hurricane,EP081980__EP111995,30,41,True,,False
hurricane,EP121970__EP121989,47,45,True,,False
hurricane,AL071951__AL022008,35,74,True,,False
hurricane,EP131971__EP111995,29,41,True,,False
hurricane,EP052002__EP041966,27,38,True,,False
hurricane,AL011861__AL021943,28,26,True,,False
hurricane,EP031975__EP191982,35,27,True,,False
hurricane,EP082008__EP051968,40,33,True,,False
hurricane,EP181970__EP142007,29,25,True,,False
hurricane,EP051995__EP152007,36,50,True,,False
hurricane,AL142011__AL011963,42,43,True,,False
hurricane,EP202009__EP212014,27,27,True,,False
hurricane,AL071921__AL011987,28,31,True,,False
hurricane,EP012003__EP111968,28,41,True,,False
hurricane,EP031994__EP031971,29,27,True,,False
hurricane,EP102006__EP171987,32,27,True,,False
hurricane,EP032005__EP141971,30,27,True,,False
hurricane,EP181989__EP052015,33,45,True,,False
hurricane,EP102002__EP071990,31,28,True,,False
hurricane,AL091909__AL182005,35,36,True,,False
hurricane,EP071994__EP062007,40,42,True,,False
hurricane,EP161970__EP191984,31,33,True,,False
hurricane,EP141970__EP082012,25,35,True,,False
hurricane,AL051958__AL091887,35,47,True,,False
hurricane,EP102006__EP152001,32,31,True,,False
hurricane,EP031965__EP081981,25,29,True,,False
hurricane,EP021949__EP081996,25,29,True,,False
hurricane,EP041981__EP061992,25,34,True,,False
hurricane,EP061984__EP031949,27,25,True,,False
hurricane,EP111993__EP231990,32,67,True,,False
hurricane,EP172013__EP182014,48,36,True,,False
hurricane,AL032004__AL041877,30,61,True,,False
hurricane,EP211990__EP161968,26,31,True,,False
hurricane,EP191968__EP052002,33,27,True,,False
hurricane,EP032005__EP231990,30,67,True,,False
hurricane,EP131983__EP062012,34,40,True,,False
hurricane,AL052005__AL072012,45,38,True,,False
hurricane,AL021916__AL011953,51,53,True,,False
hurricane,EP081998__EP141997,26,34,True,,False
hurricane,EP071978__EP191982,29,27,True,,False
hurricane,EP161983__EP021949,26,25,True,,False
hurricane,AL021895__AL011917,36,33,True,,False
hurricane,EP041953__EP111995,25,41,True,,False
hurricane,EP032005__EP152001,30,31,True,,False
hurricane,EP031995__EP121989,42,45,True,,False
hurricane,EP141971__EP241990,27,41,True,,False
hurricane,EP071978__EP111975,29,37,True,,False
hurricane,EP072011__EP111975,26,37,True,,False
hurricane,EP072013__EP062005,32,33,True,,False
hurricane,EP171986__EP161982,28,47,True,,False
hurricane,EP071987__EP152001,28,31,True,,False
hurricane,EP031994__EP191982,29,27,True,,False
hurricane,AL101984__AL061897,33,36,True,,False
hurricane,AL011910__AL011928,27,46,True,,False
hurricane,EP101980__EP101968,26,29,True,,False
hurricane,EP101972__EP141967,29,37,True,,False
hurricane,EP102006__EP091995,32,29,True,,False
hurricane,AL091880__AL101924,25,40,True,,False
hurricane,AL111972__AL101984,29,33,True,,False
hurricane,EP021949__EP061984,25,27,True,,False
hurricane,EP081978__EP071978,32,29,True,,False
hurricane,EP172013__EP241990,48,41,True,,False
hurricane,EP101975__EP111975,31,37,True,,False
hurricane,EP122014__EP061965,48,41,True,,False
hurricane,AL041990__AL102015,31,51,True,,False
hurricane,EP072001__EP142014,28,35,True,,False
hurricane,EP111973__EP081997,39,33,True,,False
hurricane,EP121993__EP041966,50,38,True,,False
hurricane,AL021920__AL051898,30,43,True,,False
hurricane,AL021895__AL071892,36,45,True,,False
hurricane,AL131981__AL032012,47,31,True,,False
hurricane,EP101982__EP092007,35,32,True,,False
hurricane,EP151968__EP191990,35,35,True,,False
hurricane,EP032011__EP172014,29,44,True,,False
hurricane,AL021975__AL062005,31,37,True,,False
hurricane,EP032004__EP062006,28,41,True,,False
hurricane,EP041953__EP012011,25,30,True,,False
hurricane,AL011994__AL052010,32,32,True,,False
hurricane,EP111995__EP112012,41,33,True,,False
hurricane,EP091971__EP092011,35,50,True,,False
hurricane,AL041951__AL021933,52,53,True,,False
hurricane,AL021903__AL021933,43,53,True,,False
hurricane,AL081889__AL141999,29,34,True,,False
hurricane,EP132013__EP152005,26,31,True,,False
hurricane,AL061909__AL131967,34,70,True,,False
hurricane,EP041992__EP181985,50,46,True,,False
hurricane,EP052011__EP181985,44,46,True,,False
hurricane,EP091998__EP181985,40,46,True,,False
hurricane,AL081961__AL131949,28,35,True,,False
hurricane,AL091999__AL031950,49,61,True,,False
hurricane,EP011980__EP191990,28,35,True,,False
hurricane,EP101980__EP071990,26,28,True,,False
hurricane,EP111993__EP092011,32,50,True,,False
hurricane,AL171980__AL172008,25,35,True,,False
hurricane,EP051951__EP092011,29,50,True,,False
hurricane,AL021884__AL131978,56,50,True,,False
hurricane,EP041981__EP141997,25,34,True,,False
hurricane,EP081993__EP081976,56,31,True,,False
hurricane,EP101970__EP031984,25,36,True,,False
hurricane,EP032005__EP021983,30,38,True,,False
hurricane,EP081954__EP031984,27,36,True,,False
hurricane,EP092000__EP211992,25,40,True,,False
hurricane,AL021868__AL012001,29,57,True,,False
hurricane,EP111993__EP151991,32,45,True,,False
hurricane,EP081980__EP072007,30,34,True,,False
hurricane,AL041865__AL021950,37,60,True,,False
hurricane,AL051958__AL131967,35,70,True,,False
hurricane,AL151936__AL071961,28,41,True,,False
hurricane,EP151990__EP092012,36,47,True,,False
hurricane,EP071990__EP151985,28,38,True,,False
hurricane,EP141970__EP132003,25,31,True,,False
hurricane,AL171933__AL252005,33,47,True,,False
hurricane,EP031949__EP092013,25,31,True,,False
hurricane,AL011964__AL021886,38,33,True,,False
hurricane,AL071944__AL021879,32,32,True,,False
hurricane,AL041922__AL221971,46,39,True,,False
hurricane,EP031991__EP081991,45,28,True,,False
hurricane,EP081991__EP021969,28,33,True,,False
hurricane,AL041887__AL041917,37,43,True,,False
hurricane,EP021999__EP191982,32,27,True,,False
hurricane,EP141970__EP142014,25,35,True,,False
hurricane,EP131985__EP041979,29,27,True,,False
hurricane,EP172000__EP072007,32,34,True,,False
hurricane,AL182005__AL051985,36,33,True,,False
hurricane,AL081886__AL071958,36,34,True,,False
hurricane,AL181887__AL211976,26,26,True,,False
hurricane,EP042006__EP191968,33,33,True,,False
hurricane,EP051966__EP211992,25,40,True,,False
hurricane,AL031982__AL011998,37,26,True,,False
hurricane,EP092007__EP121985,32,42,True,,False
hurricane,EP021981__EP111983,25,36,True,,False
hurricane,EP021969__EP041983,33,26,True,,False
hurricane,EP091972__EP011985,33,27,True,,False
hurricane,EP042013__EP031974,40,61,True,,False
hurricane,EP071984__EP212014,30,27,True,,False
hurricane,EP011973__EP031998,43,36,True,,False
hurricane,EP071987__EP171987,28,27,True,,False
hurricane,AL071879__AL031895,25,39,True,,False
hurricane,EP071978__EP082005,29,34,True,,False
hurricane,AL141933__AL091887,38,47,True,,False
hurricane,EP031986__EP041975,25,41,True,,False
hurricane,EP021969__EP071971,33,29,True,,False
hurricane,EP131974__EP072007,27,34,True,,False
hurricane,EP051951__EP091971,29,35,True,,False
hurricane,AL111973__AL071938,25,30,True,,False
hurricane,EP022008__EP141990,37,35,True,,False
hurricane,AL091898__AL051897,51,54,True,,False
hurricane,EP091975__EP151991,35,45,True,,False
hurricane,EP212015__EP032010,33,32,True,,False
hurricane,AL041951__AL072012,52,38,True,,False
hurricane,EP031975__EP031978,35,35,True,,False
hurricane,EP021949__EP071995,25,27,True,,False
hurricane,EP011958__EP032015,41,32,True,,False
hurricane,EP091982__EP061982,30,32,True,,False
hurricane,EP051990__EP021969,26,33,True,,False
hurricane,AL011926__AL042005,47,59,True,,False
hurricane,EP142014__EP132003,35,31,True,,False
hurricane,EP071978__EP091971,29,35,True,,False
hurricane,EP161970__EP151991,31,45,True,,False
hurricane,AL121995__AL101953,31,41,True,,False
hurricane,EP051951__EP011973,29,43,True,,False
hurricane,EP092013__EP142014,31,35,True,,False
hurricane,EP041965__EP092011,31,50,True,,False
hurricane,EP072011__EP042002,26,30,True,,False
hurricane,AL171972__AL101987,41,49,True,,False
hurricane,EP071973__EP041983,25,26,True,,False
hurricane,AL021928__AL061915,42,42,True,,False
hurricane,AL101886__AL031905,25,28,True,,False
hurricane,EP032011__EP141971,29,27,True,,False
hurricane,AL021878__AL011917,45,33,True,,False
hurricane,EP191968__EP032013,33,30,True,,False
hurricane,EP021969__EP151989,33,40,True,,False
hurricane,EP131987__EP081995,29,28,True,,False
hurricane,EP071971__EP211992,29,40,True,,False
hurricane,EP172009__EP142009,31,39,True,,False
hurricane,EP072011__EP011985,26,27,True,,False
hurricane,EP052006__EP092008,48,41,True,,False
hurricane,EP122003__EP031990,38,32,True,,False
hurricane,EP021949__EP031949,25,25,True,,True
hurricane,EP021949__EP142014,25,35,True,,False
hurricane,EP012002__EP172013,31,48,True,,False
hurricane,EP101975__EP092011,31,50,True,,False
hurricane,EP011970__EP161970,31,31,True,,False
hurricane,EP031994__EP031978,29,35,True,,False
hurricane,EP121983__EP121968,34,37,True,,False
hurricane,AL161970__AL041983,35,26,True,,False
hurricane,EP172013__EP111988,48,34,True,,False
hurricane,EP041965__EP091971,31,35,True,,False
hurricane,EP061984__EP142014,27,35,True,,False
hurricane,EP041984__EP111978,48,38,True,,False
hurricane,AL021926__AL091964,42,48,True,,False
hurricane,EP091998__EP191984,40,33,True,,False
hurricane,EP072013__EP122004,32,52,True,,False
hurricane,EP141987__EP131971,25,29,True,,False
hurricane,EP042014__EP062006,42,41,True,,False
hurricane,EP082009__EP112005,33,65,True,,False
hurricane,AL091933__AL051863,34,32,True,,False
hurricane,EP172000__EP071995,32,27,True,,False
hurricane,EP041965__EP042010,31,50,True,,False
hurricane,EP092008__EP071981,41,38,True,,False
hurricane,AL091889__AL011995,27,35,True,,False
hurricane,AL061931__AL021878,28,45,True,,False
hurricane,EP061993__EP061989,38,42,True,,False
hurricane,EP081967__EP101968,25,29,True,,False
hurricane,EP191990__EP141990,35,35,True,,False
hurricane,EP102004__EP061968,33,41,True,,False
hurricane,EP131985__EP211992,29,40,True,,False
hurricane,EP122003__EP101996,38,46,True,,False
hurricane,EP102006__EP072012,32,33,True,,False
hurricane,AL021937__AL061897,28,36,True,,False
hurricane,AL041944__AL071892,32,45,True,,False
hurricane,EP131974__EP061984,27,27,True,,False
hurricane,EP171984__EP212014,31,27,True,,False
hurricane,EP131985__EP051952,29,29,True,,False
hurricane,AL141933__AL131967,38,70,True,,False
hurricane,AL061874__AL032005,27,34,True,,False
hurricane,EP041981__EP081981,25,29,True,,False
hurricane,EP192014__EP132009,35,39,True,,False
hurricane,EP031986__EP132009,25,39,True,,False
hurricane,EP071996__EP041992,33,50,True,,False
hurricane,EP101980__EP042014,26,42,True,,False
hurricane,EP061984__EP182014,27,36,True,,False
hurricane,EP051973__EP131987,27,29,True,,False
hurricane,EP101989__EP111995,27,41,True,,False
hurricane,EP082008__EP081976,40,31,True,,False
hurricane,EP241990__EP031974,41,61,True,,False
hurricane,AL171980__AL112009,25,31,True,,False
hurricane,EP051992__EP052015,31,45,True,,False
hurricane,EP142005__EP072012,33,33,True,,False
hurricane,EP121983__EP092011,34,50,True,,False
hurricane,EP042006__EP021999,33,32,True,,False
hurricane,EP121968__EP121991,37,46,True,,False
hurricane,EP102011__EP191983,30,34,True,,False
hurricane,EP092002__EP131967,26,33,True,,False
hurricane,EP022012__EP011958,25,41,True,,False
hurricane,EP191968__EP111985,33,36,True,,False
hurricane,EP021969__EP191984,33,33,True,,False
hurricane,EP021999__EP071971,32,29,True,,False
hurricane,EP131990__EP151990,32,36,True,,False
hurricane,EP192014__EP022015,35,38,True,,False
hurricane,EP032005__EP131987,30,29,True,,False
hurricane,EP021981__EP061984,25,27,True,,False
hurricane,AL021890__AL031933,41,55,True,,False
hurricane,AL021873__AL122012,64,60,True,,False
hurricane,EP151967__EP072012,27,33,True,,False
hurricane,AL101878__AL101953,28,41,True,,False
hurricane,EP071990__EP121968,28,37,True,,False
hurricane,AL141968__AL171933,34,33,True,,False
hurricane,EP021999__EP061982,32,32,True,,False
hurricane,EP041965__EP131987,31,29,True,,False
hurricane,EP121970__EP081976,47,31,True,,False
hurricane,EP052001__EP021983,31,38,True,,False
hurricane,EP051968__EP161974,33,43,True,,False
hurricane,EP061988__EP111982,49,34,True,,False
hurricane,EP061995__EP142005,26,33,True,,False
hurricane,EP071973__EP151967,25,27,True,,False
hurricane,EP191968__EP101985,33,37,True,,False
hurricane,EP121968__EP191982,37,27,True,,False
hurricane,EP042002__EP081995,30,28,True,,False
hurricane,EP101975__EP091971,31,35,True,,False
hurricane,EP172000__EP061984,32,27,True,,False
hurricane,EP021969__EP111975,33,37,True,,False
hurricane,EP141978__EP161997,30,43,True,,False
hurricane,EP191968__EP041966,33,38,True,,False
hurricane,EP012002__EP012001,31,29,True,,False
hurricane,AL121953__AL011945,40,59,True,,False
hurricane,EP031991__EP031998,45,36,True,,False
hurricane,EP131990__EP081976,32,31,True,,False
hurricane,AL011912__AL011957,42,32,True,,False
hurricane,AL111950__AL011953,31,53,True,,False
hurricane,EP111983__EP062012,36,40,True,,False
hurricane,AL081968__AL061989,31,36,True,,False
hurricane,EP102006__EP131987,32,29,True,,False
hurricane,EP142003__EP152005,28,31,True,,False
hurricane,EP102002__EP041979,31,27,True,,False
hurricane,EP091965__EP061992,37,34,True,,False
hurricane,EP211992__EP042014,40,42,True,,False
hurricane,AL071966__AL061984,26,33,True,,False
hurricane,EP151985__EP091995,38,29,True,,False
hurricane,EP131990__EP181985,32,46,True,,False
hurricane,EP181989__EP022015,33,38,True,,False
hurricane,AL011917__AL091887,33,47,True,,False
hurricane,AL021878__AL131967,45,70,True,,False
hurricane,AL131887__AL061889,53,61,True,,False
hurricane,EP011970__EP021969,31,33,True,,False
hurricane,AL041925__AL091880,36,25,True,,False
hurricane,EP021981__EP071995,25,27,True,,False
hurricane,EP071973__EP141997,25,34,True,,False
hurricane,EP071995__EP182014,27,36,True,,False
hurricane,EP111983__EP031984,36,36,True,,False
hurricane,AL062005__AL131949,37,35,True,,False
hurricane,EP012003__EP082008,28,40,True,,False
hurricane,EP091971__EP151991,35,45,True,,False
hurricane,EP042014__EP151985,42,38,True,,False
hurricane,AL111898__AL041888,35,34,True,,False
hurricane,EP021985__EP101976,41,41,True,,False
hurricane,EP091971__EP231990,35,67,True,,False
hurricane,AL071931__AL101955,33,40,True,,False
hurricane,EP141997__EP112004,34,44,True,,False
hurricane,EP102000__EP211992,25,40,True,,False
hurricane,EP071995__EP031984,27,36,True,,False
hurricane,EP021991__EP091972,30,33,True,,False
hurricane,EP052002__EP061968,27,41,True,,False
hurricane,EP071972__EP062012,37,40,True,,False
hurricane,EP172000__EP112012,32,33,True,,False
hurricane,EP121983__EP151985,34,38,True,,False
hurricane,EP081990__EP052015,35,45,True,,False
hurricane,AL021931__AL101886,26,25,True,,False
hurricane,EP042006__EP121991,33,46,True,,False
hurricane,EP131985__EP101968,29,29,True,,False
hurricane,EP061972__EP132015,49,63,True,,False
hurricane,EP091984__EP052015,36,45,True,,False
hurricane,EP071978__EP151991,29,45,True,,False
hurricane,EP052002__EP061981,27,27,True,,False
hurricane,EP101980__EP191982,26,27,True,,False
hurricane,EP051968__EP052011,33,44,True,,False
hurricane,EP051988__EP012007,25,43,True,,False
hurricane,EP031994__EP131986,29,28,True,,False
hurricane,AL061941__AL011987,29,31,True,,False
hurricane,EP162003__EP111988,25,34,True,,False
hurricane,EP032005__EP042002,30,30,True,,False
hurricane,EP052002__EP031978,27,35,True,,False
hurricane,EP052001__EP041975,31,41,True,,False
hurricane,EP041971__EP041982,47,62,True,,False
hurricane,EP041979__EP151985,27,38,True,,False
hurricane,EP181984__EP091988,36,36,True,,False
hurricane,EP142005__EP132012,33,44,True,,False
hurricane,AL091964__AL041962,48,41,True,,False
hurricane,AL091943__AL041852,25,36,True,,False
hurricane,EP081991__EP092012,28,47,True,,False
hurricane,EP011973__EP091998,43,40,True,,False
hurricane,AL031931__AL021878,34,45,True,,False
hurricane,AL031889__AL111985,39,36,True,,False
hurricane,AL051873__AL051897,59,54,True,,False
hurricane,EP121970__EP111968,47,41,True,,False
hurricane,AL061909__AL101955,34,40,True,,False
hurricane,AL021903__AL072012,43,38,True,,False
hurricane,EP032011__EP012002,29,31,True,,False
hurricane,EP012014__EP212006,30,29,True,,False
hurricane,EP071978__EP071990,29,28,True,,False
hurricane,EP021949__EP141967,25,37,True,,False
hurricane,EP121989__EP161974,45,43,True,,False
hurricane,EP181989__EP062012,33,40,True,,False
hurricane,EP101982__EP161990,35,55,True,,False
hurricane,AL051958__AL051933,35,51,True,,False
hurricane,EP041978__EP081976,29,31,True,,False
hurricane,EP072011__EP131987,26,29,True,,False
hurricane,EP131971__EP181970,29,29,True,,False
hurricane,EP071973__EP032005,25,30,True,,False
hurricane,AL041865__AL031933,37,55,True,,False
hurricane,EP141997__EP171994,34,31,True,,False
hurricane,EP102006__EP042002,32,30,True,,False
hurricane,EP031975__EP092012,35,47,True,,False
hurricane,EP151982__EP062006,29,41,True,,False
hurricane,EP121991__EP061982,46,32,True,,False
hurricane,EP081998__EP072007,26,34,True,,False
hurricane,EP071987__EP131987,28,29,True,,False
hurricane,EP101982__EP121985,35,42,True,,False
hurricane,EP061997__EP171985,30,45,True,,False
hurricane,EP111975__EP112004,37,44,True,,False
hurricane,EP121988__EP081983,38,42,True,,False
hurricane,AL011861__AL041852,28,36,True,,False
hurricane,EP041983__EP131987,26,29,True,,False
hurricane,EP071973__EP111975,25,37,True,,False
hurricane,EP121976__EP141967,26,37,True,,False
hurricane,AL061897__AL011962,36,30,True,,False
hurricane,AL121968__AL121893,30,32,True,,False
hurricane,EP081965__EP091965,31,37,True,,False
hurricane,AL171976__AL101916,35,35,True,,False
hurricane,EP191968__EP081993,33,56,True,,False
hurricane,EP051968__EP041978,33,29,True,,False
hurricane,AL091909__AL051985,35,33,True,,False
hurricane,EP111985__EP031978,36,35,True,,False
hurricane,EP091998__EP092012,40,47,True,,False
hurricane,EP071987__EP071973,28,25,True,,False
hurricane,EP141971__EP011969,27,28,True,,False
hurricane,EP132012__EP101996,44,46,True,,False
hurricane,EP022012__EP202009,25,27,True,,False
hurricane,EP061981__EP081976,27,31,True,,False
hurricane,EP111967__EP152015,27,40,True,,False
hurricane,EP032000__EP021983,27,38,True,,False
hurricane,EP131987__EP092011,29,50,True,,False
hurricane,EP032000__EP132009,27,39,True,,False
hurricane,AL011953__AL172008,53,35,True,,False
hurricane,EP141971__EP011976,27,44,True,,False
hurricane,EP032013__EP061981,30,27,True,,False
hurricane,AL091974__AL121893,28,32,True,,False
hurricane,EP152014__EP192014,37,35,True,,False
hurricane,EP092013__EP111995,31,41,True,,False
hurricane,AL071957__AL102000,29,29,True,,False
hurricane,EP101980__EP061992,26,34,True,,False
hurricane,EP101972__EP022015,29,38,True,,False
hurricane,EP051972__EP171990,31,39,True,,False
hurricane,EP111985__EP121991,36,46,True,,False
hurricane,EP051998__EP102005,37,53,True,,False
hurricane,EP191983__EP212014,34,27,True,,False
hurricane,EP041994__EP091974,26,42,True,,False
hurricane,EP041988__EP051979,30,29,True,,False
hurricane,AL091932__AL041888,31,34,True,,False
hurricane,AL112009__AL061940,31,29,True,,False
hurricane,EP021999__EP111985,32,36,True,,False
hurricane,EP071990__EP081980,28,30,True,,False
hurricane,EP121983__EP071978,34,29,True,,False
hurricane,AL011910__AL021943,27,26,True,,False
hurricane,EP071995__EP111995,27,41,True,,False
hurricane,EP091982__EP141991,30,42,True,,False
hurricane,EP041988__EP091965,30,37,True,,False
hurricane,AL041894__AL081901,57,44,True,,False
hurricane,EP032000__EP041975,27,41,True,,False
hurricane,EP142005__EP101996,33,46,True,,False
hurricane,EP071987__EP112004,28,44,True,,False
hurricane,EP082012__EP142014,35,35,True,,False
hurricane,EP151989__EP112004,40,44,True,,False
hurricane,EP111980__EP132015,55,63,True,,False
hurricane,EP081992__EP041971,48,47,True,,False
hurricane,EP021999__EP101985,32,37,True,,False
hurricane,AL021928__AL031883,42,39,True,,False
hurricane,EP061984__EP111995,27,41,True,,False
hurricane,EP072011__EP071978,26,29,True,,False
hurricane,AL171969__AL171974,27,27,True,,False
hurricane,EP061995__EP112003,26,28,True,,False
hurricane,EP131982__EP071992,32,42,True,,False
hurricane,EP061984__EP082012,27,35,True,,False
hurricane,EP091988__EP131987,36,29,True,,False
hurricane,EP041983__EP011985,26,27,True,,False
hurricane,AL061909__AL021960,34,34,True,,False
hurricane,EP071987__EP042002,28,30,True,,False
hurricane,AL011927__AL081955,45,69,True,,False
hurricane,EP171987__EP111983,27,36,True,,False
hurricane,AL111994__AL051891,28,44,True,,False
hurricane,EP091975__EP011973,35,43,True,,False
hurricane,AL111916__AL041955,31,60,True,,False
hurricane,EP051992__EP062002,31,35,True,,False
hurricane,EP131987__EP101990,29,38,True,,False
hurricane,AL071944__AL091945,32,39,True,,False
hurricane,AL011918__AL031933,28,55,True,,False
hurricane,AL022011__AL071977,29,27,True,,False
hurricane,AL061878__AL061958,28,30,True,,False
hurricane,AL031941__AL012015,32,28,True,,False
hurricane,AL071892__AL091887,45,47,True,,False
hurricane,AL061879__AL041865,33,37,True,,False
hurricane,AL031854__AL041958,25,30,True,,False
hurricane,AL081954__AL051900,41,42,True,,False
hurricane,EP102006__EP071973,32,25,True,,False
hurricane,EP092000__EP091995,25,29,True,,False
hurricane,EP091971__EP131987,35,29,True,,False
hurricane,AL031874__AL041893,42,47,True,,False
hurricane,EP102002__EP091995,31,29,True,,False
hurricane,EP021969__EP092012,33,47,True,,False
hurricane,AL111989__AL051960,64,72,True,,False
hurricane,EP151968__EP031978,35,35,True,,False
hurricane,AL031889__AL011948,39,28,True,,False
hurricane,AL091974__AL082005,28,44,True,,False
hurricane,EP022012__EP032015,25,32,True,,False
